ëIéËID,ê¨ê—ID,ééçáêî,äÆìä,èüêî,îsêî,ÉZÅ[Éu,ÇrÇo,ÉzÅ[ÉãÉh,ÇgÇo,é©ê”ì_,ìäãÖâÒ,ìäãÖâÒ13,ñhå‰ó¶,ãÖêî,ë≈é“êî,ë≈êî,îÌà¿ë≈,îÌñ{ó€ë≈,íDéOêU,ó^élãÖ,ó^éÄãÖ,é∏ì_
11,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
12,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
13,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
14,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
15,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
16,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
17,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
18,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
19,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
20,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
21,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
22,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
23,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
24,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
25,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
26,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
27,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
28,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
29,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
30,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
31,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
32,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
33,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
34,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
35,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
36,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
37,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
38,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
39,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
40,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
41,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
42,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
43,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
44,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
45,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
46,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
47,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
48,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
49,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
50,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
51,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
52,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
53,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
54,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
55,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
56,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
57,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
58,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
59,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
60,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
61,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
62,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
63,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
64,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
65,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
66,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
67,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
68,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
69,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
70,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
71,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
72,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
73,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
74,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
75,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
76,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
77,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
78,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
79,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
80,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
81,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
82,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
83,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
84,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
85,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
86,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
87,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
88,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
89,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
90,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
91,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
92,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
93,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
94,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
95,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
96,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
97,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
98,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
99,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
100,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
101,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
102,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
103,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
104,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
105,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
106,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
107,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
108,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
109,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
110,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
111,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
112,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
113,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
114,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
115,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
116,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
117,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
118,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
119,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
120,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
121,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
122,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
123,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
124,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
125,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
126,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
127,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
128,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
129,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
130,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
131,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
132,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
133,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
134,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
135,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
136,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
137,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
138,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
139,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
140,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
141,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
142,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
143,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
144,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
145,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
146,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
147,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
148,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
149,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
150,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
151,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
152,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
153,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
154,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
155,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
156,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
157,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
158,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
159,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
160,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
161,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
162,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
163,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
164,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
165,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
166,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
167,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
168,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
169,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
170,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
171,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
172,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
173,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
174,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
175,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
176,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
177,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
178,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
179,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
180,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
181,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
182,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
183,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
184,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
185,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
186,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
187,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
188,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
189,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
190,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
191,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
192,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
193,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
194,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
195,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
196,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
197,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
198,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
199,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
200,11,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
1,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
2,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
3,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
4,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
5,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
6,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
7,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
8,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
9,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
10,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
11,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
12,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
13,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
14,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
15,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
16,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
17,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
18,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
19,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
20,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
21,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
22,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
23,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
24,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
25,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
26,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
27,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
28,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
29,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
30,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
31,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
32,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
33,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
34,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
35,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
36,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
37,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
38,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
39,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
40,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
41,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
42,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
43,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
44,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
45,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
46,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
47,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
48,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
49,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
50,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
51,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
52,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
53,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
54,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
55,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
56,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
57,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
58,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
59,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
60,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
61,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
62,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
63,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
64,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
65,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
66,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
67,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
68,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
69,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
70,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
71,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
72,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
73,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
74,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
75,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
76,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
77,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
78,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
79,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
80,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
81,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
82,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
83,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
84,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
85,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
86,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
87,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
88,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
89,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
90,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
91,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
92,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
93,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
94,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
95,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
96,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
97,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
98,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
99,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
100,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
101,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
102,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
103,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
104,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
105,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
106,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
107,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
108,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
109,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
110,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
111,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
112,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
113,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
114,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
115,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
116,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
117,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
118,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
119,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
120,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
121,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
122,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
123,12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
